,date,name,title,description,link
39,02/10/2020 , [SOTETEL],Appel à candidature pour désigner deux Administrateurs Indépendants,"SOTETEL lance un appel à candidature pour désigner deux Administrateurs Indépendants devant siéger dans son Conseil d’Administration. Les documents demandés doivent parvenir au siège social de SOTETEL par porteur, contre décharge du Bureau d’Ordre Central, ou courrier électronique ou postal au plus tard le 19 octobre 2020 à 16h30 date limite de réception des candidatures.",http://www.bnacapitaux.com.tn/publications/news/653001_0210202017509.pdf
40,02/10/2020 , [ONE TECH HOLDING],Information post AGO & AGE du 29/06/2020,,http://www.bnacapitaux.com.tn/publications/news/753001_02102020-1.pdf
41,02/10/2020 , [SOTETEL],Etats financiers intermédiaires arrêtés au 30/06/2020,"Une perte au 30 juin 2020 de 3,659MD contre un déficit de 1,489MD une année auparavant.",http://www.bnacapitaux.com.tn/publications/news/653001_02102020-1.pdf
42,02/10/2020 , [BH],Etats financiers semestriels au 30/06/2020,"Au terme du 1er semestre 2020, la banque a réalisé un bénéfice net de 44,03MD en régression de 28,5% par rapport à la même période de 2019.",http://www.bnacapitaux.com.tn/publications/news/190060_02102020-1.pdf
43,01/10/2020 , [Physionomie quotidienne],Veuillez télécharger notre physionomie quotidienne de la séance du 01/10/2020,"La Bourse de Tunis a terminé en baisse jeudi (-2,5%) à 6 579 points, dans un volume d'échanges de 6,285 MD.",http://www.bnacapitaux.com.tn/publications/news/other_01102020-1.pdf
44,30/09/2020 , [BTE (ADP)],Etats financiers semestriels au 30/06/2020,"La banque a creusé ses pertes à 7,204MD au premier semestre 2020 contre un déficit de 3,077MD une année auparavant.",http://www.bnacapitaux.com.tn/publications/news/130055_30092020-1.pdf
45,11/09/2020 , [SFBT],"AGO/AGE pour le mardi 24 novembre 2020, à 9H à l'hôtel Le Palace Gammarth - Les côtes de Carthage - GAMMARTH (salle Sérail) le 24/11/2020","L'AGE statuera sur l'absorption de la Compagnie de Fabrication et de Développement des Boissons ""C.F.D.B."" L'AGO, quant à elle, statuera sur la nomination de deux administrateurs",http://www.bnacapitaux.com.tn/publications/news/110025_1109202017450.pdf
46,13/10/2020 , [BNA],Emission d’un «Emprunt Obligataire Subordonné BNA 2020-1 » de 40MDT susceptible d’être porté à 70MDT sans recours à l’Appel Public à l’Epargne,"Les souscriptions et les versements à cet emprunt seront reçus à partir du 20/10/2020 auprès de BNA Capitaux, Intermédiaire en bourse et seront clôturées au plus tard le 23/11/2020. Les souscriptions peuvent être clôturées sans préavis dès que le montant de 70MDT est intégralement souscrit. Les demandes de souscription seront reçues dans la limite des titres émis, soit un maximum de 700 000 obligations subordonnées.",http://www.bnacapitaux.com.tn/publications/news/310060_13102020-1.pdf
47,30/09/2020 , [CIMENTS DE BIZERTE],Etats financiers semestriels au 30/06/2020,"La société a réduit ses pertes à 6,864MD au premier semestre 2020 contre un déficit de 15,724MD une année auparavant.",http://www.bnacapitaux.com.tn/publications/news/735001_30092020-1.pdf
48,30/09/2020 , [STAR],Appel à candidature pour la désignation de 2 administrateurs indépendants au conseil d'administration,"Les candidatures doivent être présentées dans une enveloppe fermée libellée au nom du Président du Conseil d'Administration de la Société Tunisienne d'Assurance et de Réassurance ""STAR"" et portant la mention "" ne pas ouvrir/ Appel à candidature pour le poste d'administrateur indépendant"".Cette enveloppe doit être soit déposée contre décharge au bureau d'ordre du siège social au plus tard le 14 Octobre 2020 soit transmise par pli recommandé avec accusé de réception au siège social de la société sis square Avenue de Paris 1080 Tunis au plus tard le 14 Octobre 2020(le cachet de la poste faisant foi).",http://www.bnacapitaux.com.tn/publications/news/606001_30092020-1.pdf
49,30/09/2020 , [SFBT],Accord du CMF de l'autorisation de l’opération de fusion par absorption par la SFBT de la -CFDB-,"A la demande de la Société de Fabrication des Boissons de Tunis -SFBT, le Collège du Conseil du Marché Financier, par décision n°39 du 24 septembre 2020, a accordé à l’opération de fusion par absorption par la SFBT de la Compagnie de Fabrication et de Développement des Boissons-CFDB- (filiale dont elle détient la totalité du capital), l’autorisation prévue par l’article 416 du Code des Sociétés Commerciales.",http://www.bnacapitaux.com.tn/publications/news/110025_30092020-1.pdf
50,29/09/2020 , [Physionomie quotidienne],Veuillez télécharger notre physionomie quotidienne de la séance du 29/09/2020,"La Bourse de Tunis clôture la deuxième séance de la semaine sur une note positive. Le Tunindex a gagné 0,8% à 6 830,3 points dans un volume d'échanges de 3,41MD.",http://www.bnacapitaux.com.tn/publications/news/other_2909202017498.pdf
51,29/09/2020 , [SANIMED],Etats financiers semestriels au 30/06/2020,"Un résultat net déficitaire de 7,5 MDT contre un bénéfice de 0,3 MDT une année auparavant",http://www.bnacapitaux.com.tn/publications/news/773001_29092020-1.pdf
52,29/09/2020 , [ONE TECH HOLDING],"Mise en paiement d’un dividende de 0,250 DT par action à compter du 16 Octobre 2020","L’Assemblée Générale Ordinaire a approuvé la distribution d’un dividende de 0,250 DT par action au titre de l’exercice 2019 et ce à compter du 16 Octobre 2020.",
53,11/09/2020 , [SFBT],"AGO/AGE pour le mardi 24 novembre 2020, à 9H à l'hôtel Le Palace Gammarth - Les côtes de Carthage - GAMMARTH (salle Sérail) le 24/11/2020","L'AGE statuera sur l'absorption de la Compagnie de Fabrication et de Développement des Boissons ""C.F.D.B."" L'AGO, quant à elle, statuera sur la nomination de deux administrateurs",http://www.bnacapitaux.com.tn/publications/news/110025_1109202017450.pdf
54,13/10/2020 , [BNA],Emission d’un «Emprunt Obligataire Subordonné BNA 2020-1 » de 40MDT susceptible d’être porté à 70MDT sans recours à l’Appel Public à l’Epargne,"Les souscriptions et les versements à cet emprunt seront reçus à partir du 20/10/2020 auprès de BNA Capitaux, Intermédiaire en bourse et seront clôturées au plus tard le 23/11/2020. Les souscriptions peuvent être clôturées sans préavis dès que le montant de 70MDT est intégralement souscrit. Les demandes de souscription seront reçues dans la limite des titres émis, soit un maximum de 700 000 obligations subordonnées.",http://www.bnacapitaux.com.tn/publications/news/310060_13102020-1.pdf
55,29/09/2020 , [BVMT],Décisions du Comité des Indices Boursiers,"Le Comité des Indices Boursiers a décidé lors de sa réunion du 28 septembre 2020 de mettre à jour,à partir du jeudi 1er octobre 2020,l’échantillon qui compose l’indice TUNINDEX 20 comme ICF quitte l’indice et TPR intègre l’indice .",http://www.bnacapitaux.com.tn/publications/news/other_2909202017495.pdf
56,29/09/2020 , [HEXABYTE],Résultat de l'offre publique de retrait,,http://www.bnacapitaux.com.tn/publications/news/749001_29092020-1.pdf
57,29/09/2020 , [SOTUVER],Etats financiers semestriels au 30/06/2020,"Les états financiers arrêtés au 30 juin 2020 affichent un résultat net en légère progression de 5,6% à 7,656MDT contre 7,252MDT une année auparavant.",http://www.bnacapitaux.com.tn/publications/news/656001_29092020-1.pdf
58,28/09/2020 , [Physionomie quotidienne],Veuillez télécharger notre physionomie quotidienne de la séance du 28/09/2020,"La Bourse de Tunis a démarré la semaine sur une note négative. LeTunindex a cédé 0,5% à 6 774,4 points dans un volume d'échanges de 5,1 MDT.",http://www.bnacapitaux.com.tn/publications/news/other_28092020-1.pdf
59,28/09/2020 , [ARTES],Etats financiers intermédiaires arrêtés au 30/06/2020,"Le premier semestre 2020 s’est soldé par un résultat net en régression de 49,1% à 5,7MDT.",http://www.bnacapitaux.com.tn/publications/news/730001_28092020-1.pdf
60,25/09/2020 , [Physionomie hebdomadaire],Veuillez télécharger notre physionomie de la semaine du 21 au 25 septembre 2020,"arché a clôturé la semaine sur une note négative avec une perte hebdomadaire de 1,04% à 6 809,8 points ramenant ainsi sa contre performance depuis le début de l’année 2020 à -4,4%.Le Tunindex20 a perdu 1,51% à 2 951,5 points.Son rendement annuelle est de -5,7%.Le volume des échanges s’est élevé à 21,3MD.",http://www.bnacapitaux.com.tn/publications/news/other_25092020-1.pdf
61,11/09/2020 , [SFBT],"AGO/AGE pour le mardi 24 novembre 2020, à 9H à l'hôtel Le Palace Gammarth - Les côtes de Carthage - GAMMARTH (salle Sérail) le 24/11/2020","L'AGE statuera sur l'absorption de la Compagnie de Fabrication et de Développement des Boissons ""C.F.D.B."" L'AGO, quant à elle, statuera sur la nomination de deux administrateurs",http://www.bnacapitaux.com.tn/publications/news/110025_1109202017450.pdf
62,13/10/2020 , [BNA],Emission d’un «Emprunt Obligataire Subordonné BNA 2020-1 » de 40MDT susceptible d’être porté à 70MDT sans recours à l’Appel Public à l’Epargne,"Les souscriptions et les versements à cet emprunt seront reçus à partir du 20/10/2020 auprès de BNA Capitaux, Intermédiaire en bourse et seront clôturées au plus tard le 23/11/2020. Les souscriptions peuvent être clôturées sans préavis dès que le montant de 70MDT est intégralement souscrit. Les demandes de souscription seront reçues dans la limite des titres émis, soit un maximum de 700 000 obligations subordonnées.",http://www.bnacapitaux.com.tn/publications/news/310060_13102020-1.pdf
63,24/09/2020 , [POULINA GP HOLDING],Nomination de Mr. Slaheddine LANGAR en tant que Directeur Général de la société à partir du 03/09/2020.,"Suite à la démission de Monsieur Moez Lidinellah MOKADDEM de son poste de Directeur Général de la société Poulina Group Holding, a partir du 03/09/2020, le Conseil d'Administration de la société s'est réuni le 03/09/2020 et a décidé d'accepter la démission de Monsieur Moez Lidinellah MOKADDEM, et de nommer Monsieur Slaheddine LANGAR en tant que Directeur Général de la société Poulina Group Holding à partir du 03/09/2020.",http://www.bnacapitaux.com.tn/publications/news/570001_24092020-1.pdf
64,24/09/2020 , [TUNISAIR],Vote aux aux résolutions de l’assemblée générale extraordinaire du 30/09/2020 par correspondance.,"Au vu des circonstances relatives à la crise sanitaire du Covid 19, Tunisair informe ses honorables actionnaires qu’il est possible d’émettre leurs votes aux résolutions de l’assemblée générale extraordinaire du 30/09/2020 par correspondance. .",http://www.bnacapitaux.com.tn/publications/news/120040_24092020-1.pdf
65,24/09/2020 , [Physionomie quotidienne],Veuillez télécharger notre physionomie quotidienne de la séance du 24/09/2020,"La Bourse de Tunis a clôturé la séance sur une note négative de 0,5% pour le Tunindex à 6 797,3 points ramenant ainsi sa performance depuis le début de l'année à -4,6%. Le volume des échanges s'est élevé à 4,540MD.",http://www.bnacapitaux.com.tn/publications/news/other_24092020-1.pdf
66,24/09/2020 , [ATELIER MEUBLE INT],Cotation en Bourse des titres de la société suite à l’ augmentation de capital de la société à partir du 30 septembre 2020,"A partir du 30 septembre 2020, les actions anciennes de la société « SOCIETE ATELIER MEUBLE INTERIEURS » seront négociables en Bourse, droits d’attribution détachés.Les 926 939 actions nouvelles gratuites, à attribuer à raison d’une(01)action nouvelle pour cinq (05) actions anciennes,seront admises et négociables en Bourse sur la même ligne de cotation que les actions anciennes.",http://www.bnacapitaux.com.tn/publications/news/774001_24092020-1.pdf
67,24/09/2020 , [OFFICEPLAST],AGO/AGE pour le 30/09/2020 à partir de 9H30 mn au siège social sis à la Z.I N° 2 Medjez El Bab-9070 BEJA,L'AGO va statuer sur les états financiers arrêtés au 31/12/2019.L'AGE va délibérer sur l'octroi de 3 actions gratuites pour chaque 100 actions détenues pour ceux qui ont plus que 100 actions et la séparation des fonctions du conseil d’administration et de directeur général.,http://www.bnacapitaux.com.tn/publications/news/770001_2409202017485.pdf
68,24/09/2020 , [BEST LEASE],Déclaration des opérations significatives,"Mr.AISSA HIDOUSSI a renforcé sa position dans le capital de BEST LEASE par l'acquisition de 1 500 000 actions au cours de 1,620D en bourse du 21/09/2020 pour un montant de 2 430 000D.",http://www.bnacapitaux.com.tn/publications/news/758001_24092020-1.pdf
69,11/09/2020 , [SFBT],"AGO/AGE pour le mardi 24 novembre 2020, à 9H à l'hôtel Le Palace Gammarth - Les côtes de Carthage - GAMMARTH (salle Sérail) le 24/11/2020","L'AGE statuera sur l'absorption de la Compagnie de Fabrication et de Développement des Boissons ""C.F.D.B."" L'AGO, quant à elle, statuera sur la nomination de deux administrateurs",http://www.bnacapitaux.com.tn/publications/news/110025_1109202017450.pdf
70,13/10/2020 , [BNA],Emission d’un «Emprunt Obligataire Subordonné BNA 2020-1 » de 40MDT susceptible d’être porté à 70MDT sans recours à l’Appel Public à l’Epargne,"Les souscriptions et les versements à cet emprunt seront reçus à partir du 20/10/2020 auprès de BNA Capitaux, Intermédiaire en bourse et seront clôturées au plus tard le 23/11/2020. Les souscriptions peuvent être clôturées sans préavis dès que le montant de 70MDT est intégralement souscrit. Les demandes de souscription seront reçues dans la limite des titres émis, soit un maximum de 700 000 obligations subordonnées.",http://www.bnacapitaux.com.tn/publications/news/310060_13102020-1.pdf
71,24/09/2020 , [BEST LEASE],Franchissement à la baisse du seuil de 5%.,"THEEMAR INVESTMENT FUND qui détenait directement 1 500 000 actions et droits de vote représentant 5% du capital de la société BEST LEASE, a déclaré avoir franchi à la baisse, le 21 septembre 2020, le seuil de 5% du capital suite à la cession en bourse de 1 500 000 actions et droits de vote.",http://www.bnacapitaux.com.tn/publications/news/758001_2409202017483.pdf
